Elapsed_Time_s,UTC_Time,UTC_Time_ms,GPS_Speed_kmh,GPS_Latitude,GPS_Longitude,GPS_Accuracy_m,GPS_Measurement_UTC_ms,GPS_Data_Age_s,IMU_Accel_X_Raw,IMU_Accel_Y_Raw,IMU_Accel_Z_Raw,IMU_Data_Age_s,Longitudinal_Acceleration_Raw,Longitudinal_Acceleration_Filtered,Acceleration_Source,Actual_Speed_kmh,Actual_Acceleration,Reference_Speed_kmh,Reference_Acceleration,Speed_Error_kmh,Acceleration_Error,Reference_Time_s,Reference_Distance_m,Actual_Distance_m,Distance_Error_m,Cycle_ID,Lap,Segment_ID,Phase,Driver_Command,Next_Phase,Time_To_Next_Phase_s,Within_Speed_Tolerance,Within_Acceleration_Tolerance,Quality_Flags,Simulated
24.7,2026-09-24T13:06:48.606Z,1790255208606,30.358,57.708867,11.976068,4,1790255207906,0.7,-0.011903,-0.032861,9.798931,0,-0.0627,-0.0961,IMU,30.07,-0.0961,30,0,-0.07,0.0961,19.7,94.72,86.68,-8.04,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.97,1,1,SIM,1
24.8,2026-09-24T13:06:48.706Z,1790255208706,30.358,57.708867,11.976068,4,1790255207906,0.8,0.010629,-0.036858,9.815574,0,-0.0627,-0.0874,IMU,30.037,-0.0874,30,0,-0.037,0.0874,19.8,95.56,86.68,-8.87,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.87,1,1,SIM,1
24.9,2026-09-24T13:06:48.806Z,1790255208806,30.358,57.708867,11.976068,4,1790255207906,0.9,-0.020212,-0.025382,9.83927,0,-0.0569,-0.083,IMU,30.006,-0.083,30,0,-0.006,0.083,19.9,96.39,86.68,-9.71,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.77,1,1,SIM,1
25,2026-09-24T13:06:48.906Z,1790255208906,30.494,57.708861,11.976209,4,1790255208906,0,-0.051895,-0.029091,9.794632,0,-0.0661,-0.0784,IMU,30.494,-0.0784,30,0,-0.494,0.0784,20,97.22,95.14,-2.09,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.67,1,1,SIM,1
25.1,2026-09-24T13:06:49.006Z,1790255209006,30.494,57.708861,11.976209,4,1790255208906,0.1,0.016132,-0.060488,9.783155,0,-0.0849,-0.0738,IMU,30.467,-0.0738,30,0,-0.467,0.0738,20.1,98.06,95.14,-2.92,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.57,1,1,SIM,1
25.2,2026-09-24T13:06:49.106Z,1790255209106,30.494,57.708861,11.976209,4,1790255208906,0.2,-0.030433,-0.082153,9.804862,0,-0.1145,-0.0739,IMU,30.441,-0.0739,30,0,-0.441,0.0739,20.2,98.89,95.14,-3.75,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.47,1,1,SIM,1
25.3,2026-09-24T13:06:49.206Z,1790255209206,30.494,57.708861,11.976209,4,1790255208906,0.3,0.026638,0.076393,9.784605,0,0.0517,-0.0639,IMU,30.415,-0.0639,30,0,-0.415,0.0639,20.3,99.72,95.14,-4.59,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.37,1,1,SIM,1
25.4,2026-09-24T13:06:49.306Z,1790255209306,30.494,57.708861,11.976209,4,1790255208906,0.4,0.026006,-0.021827,9.776148,0,-0.0451,-0.0657,IMU,30.392,-0.0657,30,0,-0.392,0.0657,20.4,100.56,95.14,-5.42,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.27,1,1,SIM,1
25.5,2026-09-24T13:06:49.406Z,1790255209406,30.494,57.708861,11.976209,4,1790255208906,0.5,0.067691,-0.031333,9.859718,0,-0.0473,-0.0618,IMU,30.369,-0.0618,30,0,-0.369,0.0618,20.5,101.39,95.14,-6.25,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.17,1,1,SIM,1
25.6,2026-09-24T13:06:49.506Z,1790255209506,30.494,57.708861,11.976209,4,1790255208906,0.6,-0.030722,-0.036823,9.778481,0,-0.0699,-0.0589,IMU,30.348,-0.0589,30,0,-0.348,0.0589,20.6,102.22,95.14,-7.09,47DE-BDC2,1,1,CONST,HOLD,ACCEL,6.07,1,1,SIM,1
25.7,2026-09-24T13:06:49.606Z,1790255209606,30.494,57.708861,11.976209,4,1790255208906,0.7,0.022014,0.015126,9.749522,0,-0.0093,-0.0501,IMU,30.328,-0.0501,30,0,-0.328,0.0501,20.7,103.06,95.14,-7.92,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.97,1,1,SIM,1
25.8,2026-09-24T13:06:49.706Z,1790255209706,30.494,57.708861,11.976209,4,1790255208906,0.8,0.000395,0.024226,9.812861,0,-0.0044,-0.0468,IMU,30.311,-0.0468,30,0,-0.311,0.0468,20.8,103.89,95.14,-8.75,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.87,1,1,SIM,1
25.9,2026-09-24T13:06:49.806Z,1790255209806,30.494,57.708861,11.976209,4,1790255208906,0.9,0.052297,-0.048814,9.859211,0,-0.0672,-0.0444,IMU,30.295,-0.0444,30,0,-0.295,0.0444,20.9,104.72,95.14,-9.59,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.77,1,1,SIM,1
26,2026-09-24T13:06:49.906Z,1790255209906,29.689,57.708854,11.976348,4,1790255209906,0,0.002314,-0.056276,9.871338,0,-0.0834,-0.043,IMU,29.689,-0.043,30,0,0.311,0.043,21,105.56,103.49,-2.06,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.67,1,1,SIM,1
26.1,2026-09-24T13:06:50.006Z,1790255210006,29.689,57.708854,11.976348,4,1790255209906,0.1,-0.026798,-0.037223,9.804918,0,-0.0697,-0.0418,IMU,29.674,-0.0418,30,0,0.326,0.0418,21.1,106.39,103.49,-2.89,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.57,1,1,SIM,1
26.2,2026-09-24T13:06:50.106Z,1790255210106,29.689,57.708854,11.976348,4,1790255209906,0.2,0.068112,-0.047544,9.846899,0,-0.0631,-0.0359,IMU,29.661,-0.0359,30,0,0.339,0.0359,21.2,107.22,103.49,-3.73,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.47,1,1,SIM,1
26.3,2026-09-24T13:06:50.206Z,1790255210206,29.689,57.708854,11.976348,4,1790255209906,0.3,0.024601,-0.025041,9.818635,0,-0.0486,-0.0333,IMU,29.649,-0.0333,30,0,0.351,0.0333,21.3,108.06,103.49,-4.56,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.37,1,1,SIM,1
26.4,2026-09-24T13:06:50.306Z,1790255210306,29.689,57.708854,11.976348,4,1790255209906,0.4,-0.028807,-0.028054,9.817827,0,-0.061,-0.0342,IMU,29.637,-0.0342,30,0,0.363,0.0342,21.4,108.89,103.49,-5.39,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.27,1,1,SIM,1
26.5,2026-09-24T13:06:50.406Z,1790255210406,29.689,57.708854,11.976348,4,1790255209906,0.5,-0.032165,-0.007295,9.784189,0,-0.0411,-0.0345,IMU,29.624,-0.0345,30,0,0.376,0.0345,21.5,109.72,103.49,-6.23,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.17,1,1,SIM,1
26.6,2026-09-24T13:06:50.506Z,1790255210506,29.689,57.708854,11.976348,4,1790255209906,0.6,-0.032394,0.024303,9.839686,0,-0.0102,-0.0334,IMU,29.612,-0.0334,30,0,0.388,0.0334,21.6,110.56,103.49,-7.06,47DE-BDC2,1,1,CONST,HOLD,ACCEL,5.07,1,1,SIM,1
26.7,2026-09-24T13:06:50.606Z,1790255210606,29.689,57.708854,11.976348,4,1790255209906,0.7,0.006671,-0.007588,9.804723,0,-0.0346,-0.0292,IMU,29.601,-0.0292,30,0,0.399,0.0292,21.7,111.39,103.49,-7.89,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.97,1,1,SIM,1
26.8,2026-09-24T13:06:50.706Z,1790255210706,29.689,57.708854,11.976348,4,1790255209906,0.8,-0.006501,-0.013838,9.858836,0,-0.0432,-0.0232,IMU,29.592,-0.0232,30,0,0.408,0.0232,21.8,112.22,103.49,-8.73,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.87,1,1,SIM,1
26.9,2026-09-24T13:06:50.806Z,1790255210806,29.689,57.708854,11.976348,4,1790255209906,0.9,-0.005283,0.030581,9.793619,0,0.0009,-0.0176,IMU,29.585,-0.0176,30,0,0.415,0.0176,21.9,113.06,103.49,-9.56,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.77,1,1,SIM,1
27,2026-09-24T13:06:50.906Z,1790255210906,29.666,57.708847,11.976488,4,1790255210906,0,0.042122,-0.03823,9.778056,0,-0.0584,-0.0201,IMU,29.666,-0.0201,30,0,0.334,0.0201,22,113.89,111.74,-2.15,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.67,1,1,SIM,1
27.1,2026-09-24T13:06:51.006Z,1790255211006,29.666,57.708847,11.976488,4,1790255210906,0.1,0.015406,0.010872,9.860172,0,-0.015,-0.0179,IMU,29.66,-0.0179,30,0,0.34,0.0179,22.1,114.72,111.74,-2.98,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.57,1,1,SIM,1
27.2,2026-09-24T13:06:51.106Z,1790255211106,29.666,57.708847,11.976488,4,1790255210906,0.2,0.023726,0.008996,9.795354,0,-0.0152,-0.0175,IMU,29.654,-0.0175,30,0,0.346,0.0175,22.2,115.56,111.74,-3.82,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.47,1,1,SIM,1
27.3,2026-09-24T13:06:51.206Z,1790255211206,29.666,57.708847,11.976488,4,1790255210906,0.3,0.005839,-0.019965,9.757166,0,-0.0468,-0.0167,IMU,29.648,-0.0167,30,0,0.352,0.0167,22.3,116.39,111.74,-4.65,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.37,1,1,SIM,1
27.4,2026-09-24T13:06:51.306Z,1790255211306,29.666,57.708847,11.976488,4,1790255210906,0.4,0.043609,0.026451,9.812348,0,0.0055,-0.0193,IMU,29.641,-0.0193,30,0,0.359,0.0193,22.4,117.22,111.74,-5.48,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.27,1,1,SIM,1
27.5,2026-09-24T13:06:51.406Z,1790255211406,29.666,57.708847,11.976488,4,1790255210906,0.5,-0.002763,0.063759,9.805803,0,0.034,-0.015,IMU,29.635,-0.015,30,0,0.365,0.015,22.5,118.06,111.74,-6.32,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.17,1,1,SIM,1
27.6,2026-09-24T13:06:51.506Z,1790255211506,29.666,57.708847,11.976488,4,1790255210906,0.6,-0.002334,0.014607,9.803816,0,-0.0143,-0.0187,IMU,29.629,-0.0187,30,0,0.371,0.0187,22.6,118.89,111.74,-7.15,47DE-BDC2,1,1,CONST,HOLD,ACCEL,4.07,1,1,SIM,1
27.7,2026-09-24T13:06:51.606Z,1790255211606,29.666,57.708847,11.976488,4,1790255210906,0.7,-0.002856,0.026885,9.849939,0,-0.0025,-0.021,IMU,29.622,-0.021,30,0,0.378,0.021,22.7,119.72,111.74,-7.98,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.97,1,1,SIM,1
27.8,2026-09-24T13:06:51.706Z,1790255211706,29.666,57.708847,11.976488,4,1790255210906,0.8,-0.030534,-0.0321,9.802677,0,-0.0653,-0.0281,IMU,29.612,-0.0281,30,0,0.388,0.0281,22.8,120.56,111.74,-8.82,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.87,1,1,SIM,1
27.9,2026-09-24T13:06:51.806Z,1790255211806,29.666,57.708847,11.976488,4,1790255210906,0.9,0.015813,0.020505,9.829574,0,-0.0054,-0.0219,IMU,29.604,-0.0219,30,0,0.396,0.0219,22.9,121.39,111.74,-9.65,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.77,1,1,SIM,1
28,2026-09-24T13:06:51.906Z,1790255211906,29.964,57.70884,11.976627,4,1790255211906,0,-0.01905,0.002753,9.84001,0,-0.029,-0.0251,IMU,29.964,-0.0251,30,0,0.036,0.0251,23,122.22,120.02,-2.2,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.67,1,1,SIM,1
28.1,2026-09-24T13:06:52.006Z,1790255212006,29.964,57.70884,11.976627,4,1790255211906,0.1,0.046319,-0.008473,9.81754,0,-0.0285,-0.0292,IMU,29.954,-0.0292,30,0,0.046,0.0292,23.1,123.06,120.02,-3.04,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.57,1,1,SIM,1
28.2,2026-09-24T13:06:52.106Z,1790255212106,29.964,57.70884,11.976627,4,1790255211906,0.2,0.009798,-0.011683,9.789983,0,-0.038,-0.0286,IMU,29.945,-0.0286,30,0,0.055,0.0286,23.2,123.89,120.02,-3.87,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.47,1,1,SIM,1
28.3,2026-09-24T13:06:52.206Z,1790255212206,29.964,57.70884,11.976627,4,1790255211906,0.3,-0.030839,0.009905,9.810277,0,-0.024,-0.0264,IMU,29.935,-0.0264,30,0,0.065,0.0264,23.3,124.72,120.02,-4.7,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.37,1,1,SIM,1
28.4,2026-09-24T13:06:52.306Z,1790255212306,29.964,57.70884,11.976627,4,1790255211906,0.4,0.007656,0.043064,9.832169,0,0.0154,-0.0207,IMU,29.927,-0.0207,30,0,0.073,0.0207,23.4,125.56,120.02,-5.54,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.27,1,1,SIM,1
28.5,2026-09-24T13:06:52.406Z,1790255212406,29.964,57.70884,11.976627,4,1790255211906,0.5,0.046354,0.042183,9.777963,0,0.0215,-0.0208,IMU,29.919,-0.0208,30,0,0.081,0.0208,23.5,126.39,120.02,-6.37,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.17,1,1,SIM,1
28.6,2026-09-24T13:06:52.506Z,1790255212506,29.964,57.70884,11.976627,4,1790255211906,0.6,-0.012499,-0.107592,9.792949,0,-0.1363,-0.0301,IMU,29.911,-0.0301,30,0,0.089,0.0301,23.6,127.22,120.02,-7.2,47DE-BDC2,1,1,CONST,HOLD,ACCEL,3.07,1,1,SIM,1
28.7,2026-09-24T13:06:52.606Z,1790255212606,29.964,57.70884,11.976627,4,1790255211906,0.7,0.007623,0.016637,9.827756,0,-0.0106,-0.0321,IMU,29.899,-0.0321,30,0,0.101,0.0321,23.7,128.06,120.02,-8.04,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.97,1,1,SIM,1
28.8,2026-09-24T13:06:52.706Z,1790255212706,29.964,57.70884,11.976627,4,1790255211906,0.8,0.026091,0.003904,9.818541,0,-0.0199,-0.0292,IMU,29.888,-0.0292,30,0,0.112,0.0292,23.8,128.89,120.02,-8.87,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.87,1,1,SIM,1
28.9,2026-09-24T13:06:52.806Z,1790255212806,29.964,57.70884,11.976627,4,1790255211906,0.9,-0.011798,0.025952,9.830823,0,-0.0049,-0.0293,IMU,29.877,-0.0293,30,0,0.123,0.0293,23.9,129.72,120.02,-9.7,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.77,1,1,SIM,1
29,2026-09-24T13:06:52.906Z,1790255212906,29.6,57.708833,11.976767,4,1790255212906,0,-0.045698,-0.028224,9.820565,0,-0.0642,-0.0365,IMU,29.6,-0.0365,30,0,0.4,0.0365,24,130.56,128.29,-2.26,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.67,1,1,SIM,1
29.1,2026-09-24T13:06:53.006Z,1790255213006,29.6,57.708833,11.976767,4,1790255212906,0.1,0.021533,0.008367,9.812358,0,-0.0163,-0.0363,IMU,29.588,-0.0363,30,0,0.412,0.0363,24.1,131.39,128.29,-3.1,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.57,1,1,SIM,1
29.2,2026-09-24T13:06:53.106Z,1790255213106,29.6,57.708833,11.976767,4,1790255212906,0.2,-0.005235,-0.007078,9.80158,0,-0.0362,-0.0328,IMU,29.575,-0.0328,30,0,0.425,0.0328,24.2,132.22,128.29,-3.93,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.47,1,1,SIM,1
29.3,2026-09-24T13:06:53.206Z,1790255213206,29.6,57.708833,11.976767,4,1790255212906,0.3,0.013366,0.042512,9.789779,0,0.016,-0.0322,IMU,29.563,-0.0322,30,0,0.437,0.0322,24.3,133.06,128.29,-4.76,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.37,1,1,SIM,1
29.4,2026-09-24T13:06:53.306Z,1790255213306,29.6,57.708833,11.976767,4,1790255212906,0.4,-0.007824,0.003193,9.834731,0,-0.0266,-0.0268,IMU,29.552,-0.0268,30,0,0.448,0.0268,24.4,133.89,128.29,-5.6,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.27,1,1,SIM,1
29.5,2026-09-24T13:06:53.406Z,1790255213406,29.6,57.708833,11.976767,4,1790255212906,0.5,-0.035395,-0.004122,9.830111,0,-0.0387,-0.0265,IMU,29.543,-0.0265,30,0,0.457,0.0265,24.5,134.72,128.29,-6.43,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.17,1,1,SIM,1
29.6,2026-09-24T13:06:53.506Z,1790255213506,29.6,57.708833,11.976767,4,1790255212906,0.6,0.0031,0.009239,9.754693,0,-0.0185,-0.0247,IMU,29.534,-0.0247,30,0,0.466,0.0247,24.6,135.56,128.29,-7.26,47DE-BDC2,1,1,CONST,HOLD,ACCEL,2.07,1,1,SIM,1
29.7,2026-09-24T13:06:53.606Z,1790255213606,29.6,57.708833,11.976767,4,1790255212906,0.7,-0.000976,0.032661,9.750274,0,0.0039,-0.0257,IMU,29.524,-0.0257,30,0,0.476,0.0257,24.7,136.39,128.29,-8.1,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.97,1,1,SIM,1
29.8,2026-09-24T13:06:53.706Z,1790255213706,29.6,57.708833,11.976767,4,1790255212906,0.8,0.074797,0.007724,9.789287,0,-0.0074,-0.0245,IMU,29.515,-0.0245,30,0,0.485,0.0245,24.8,137.22,128.29,-8.93,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.87,1,1,SIM,1
29.9,2026-09-24T13:06:53.806Z,1790255213806,29.6,57.708833,11.976767,4,1790255212906,0.9,0.003262,-0.03298,9.780179,0,-0.0601,-0.0264,IMU,29.507,-0.0264,30,0,0.493,0.0264,24.9,138.06,128.29,-9.76,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.77,1,1,SIM,1
30,2026-09-24T13:06:53.906Z,1790255213906,30.145,57.708825,11.976906,4,1790255213906,0,-0.004337,0.046187,9.799214,0,0.0164,-0.0211,IMU,30.145,-0.0211,30,0,-0.145,0.0211,25,138.89,136.59,-2.3,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.67,1,1,SIM,1
30.1,2026-09-24T13:06:54.006Z,1790255214006,30.145,57.708825,11.976906,4,1790255213906,0.1,0.02495,-0.055046,9.772652,0,-0.0779,-0.026,IMU,30.136,-0.026,30,0,-0.136,0.026,25.1,139.72,136.59,-3.13,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.57,1,1,SIM,1
30.2,2026-09-24T13:06:54.106Z,1790255214106,30.145,57.708825,11.976906,4,1790255213906,0.2,-0.004739,0.013692,9.826657,0,-0.0157,-0.0233,IMU,30.128,-0.0233,30,0,-0.128,0.0233,25.2,140.56,136.59,-3.96,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.47,1,1,SIM,1
30.3,2026-09-24T13:06:54.206Z,1790255214206,30.145,57.708825,11.976906,4,1790255213906,0.3,-0.015013,0.02929,9.777415,0,-0.002,-0.0247,IMU,30.118,-0.0247,30,0,-0.118,0.0247,25.3,141.39,136.59,-4.8,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.37,1,1,SIM,1
30.4,2026-09-24T13:06:54.306Z,1790255214306,30.145,57.708825,11.976906,4,1790255213906,0.4,-0.004176,0.051278,9.817364,0,0.0214,-0.0255,IMU,30.109,-0.0255,30,0,-0.109,0.0255,25.4,142.22,136.59,-5.63,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.27,1,1,SIM,1
30.5,2026-09-24T13:06:54.406Z,1790255214406,30.145,57.708825,11.976906,4,1790255213906,0.5,-0.022355,-0.007465,9.807866,0,-0.0396,-0.027,IMU,30.099,-0.027,30,0,-0.099,0.027,25.5,143.06,136.59,-6.46,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.17,1,1,SIM,1
30.6,2026-09-24T13:06:54.506Z,1790255214506,30.145,57.708825,11.976906,4,1790255213906,0.6,-0.01745,0.005987,9.858218,0,-0.0256,-0.0252,IMU,30.09,-0.0252,30,0,-0.09,0.0252,25.6,143.89,136.59,-7.3,47DE-BDC2,1,1,CONST,HOLD,ACCEL,1.07,1,1,SIM,1
30.7,2026-09-24T13:06:54.606Z,1790255214606,30.145,57.708825,11.976906,4,1790255213906,0.7,-0.005871,-0.019331,9.871943,0,-0.0485,-0.029,IMU,30.08,-0.029,30,0,-0.08,0.029,25.7,144.72,136.59,-8.13,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.97,1,1,SIM,1
30.8,2026-09-24T13:06:54.706Z,1790255214706,30.145,57.708825,11.976906,4,1790255213906,0.8,0.023597,0.027321,9.81064,0,0.0028,-0.0294,IMU,30.07,-0.0294,30,0,-0.07,0.0294,25.8,145.56,136.59,-8.96,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.87,1,1,SIM,1
30.9,2026-09-24T13:06:54.806Z,1790255214806,30.145,57.708825,11.976906,4,1790255213906,0.9,0.036015,0.010414,9.767095,0,-0.0115,-0.0271,IMU,30.06,-0.0271,30,0,-0.06,0.0271,25.9,146.39,136.59,-9.8,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.77,1,1,SIM,1
31,2026-09-24T13:06:54.906Z,1790255214906,30.146,57.708817,11.977045,4,1790255214906,0,0.04328,0.016166,9.78162,0,-0.0046,-0.0266,IMU,30.146,-0.0266,30,0,-0.146,0.0266,26,147.22,144.96,-2.26,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.67,1,1,SIM,1
31.1,2026-09-24T13:06:55.006Z,1790255215006,30.146,57.708817,11.977045,4,1790255214906,0.1,-0.016012,0.009056,9.799208,0,-0.0222,-0.0231,IMU,30.137,-0.0231,30,0,-0.137,0.0231,26.1,148.06,144.96,-3.09,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.57,1,1,SIM,1
31.2,2026-09-24T13:06:55.106Z,1790255215106,30.146,57.708817,11.977045,4,1790255214906,0.2,-0.006128,0.027873,9.818435,0,-0.002,-0.0257,IMU,30.128,-0.0257,30,0,-0.128,0.0257,26.2,148.89,144.96,-3.92,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.47,1,1,SIM,1
31.3,2026-09-24T13:06:55.206Z,1790255215206,30.146,57.708817,11.977045,4,1790255214906,0.3,-0.010273,-0.046235,9.799301,0,-0.0756,-0.0341,IMU,30.117,-0.0341,30,0,-0.117,0.0341,26.3,149.72,144.96,-4.76,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.37,1,1,SIM,1
31.4,2026-09-24T13:06:55.306Z,1790255215306,30.146,57.708817,11.977045,4,1790255214906,0.4,-0.035974,0.045649,9.818522,0,0.0102,-0.0345,IMU,30.105,-0.0345,30,0,-0.105,0.0345,26.4,150.56,144.96,-5.59,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.27,1,1,SIM,1
31.5,2026-09-24T13:06:55.406Z,1790255215406,30.146,57.708817,11.977045,4,1790255214906,0.5,-0.031176,-0.057769,9.795029,0,-0.0906,-0.039,IMU,30.092,-0.039,30,0,-0.092,0.039,26.5,151.39,144.96,-6.42,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.17,1,1,SIM,1
31.6,2026-09-24T13:06:55.506Z,1790255215506,30.146,57.708817,11.977045,4,1790255214906,0.6,0.046318,0.035735,9.821845,0,0.015,-0.0371,IMU,30.078,-0.0371,30,0,-0.078,0.0371,26.6,152.22,144.96,-7.26,47DE-BDC2,1,1,CONST,HOLD,ACCEL,0.07,1,1,SIM,1
31.7,2026-09-24T13:06:55.606Z,1790255215606,30.146,57.708817,11.977045,4,1790255214906,0.7,0.025948,0.0313,9.807454,0,0.0071,-0.035,IMU,30.065,-0.035,30.067,0.5556,0.002,0.5906,26.7,153.06,144.96,-8.09,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.97,1,0,SIM,1
31.8,2026-09-24T13:06:55.706Z,1790255215706,30.146,57.708817,11.977045,4,1790255214906,0.8,0.027729,0.100105,9.841064,0,0.0751,-0.0202,IMU,30.054,-0.0202,30.267,0.5556,0.212,0.5758,26.8,153.89,144.96,-8.93,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.87,1,0,SIM,1
31.9,2026-09-24T13:06:55.806Z,1790255215806,30.146,57.708817,11.977045,4,1790255214906,0.9,0.040923,0.130473,9.816653,0,0.1073,0.0132,IMU,30.053,0.0132,30.467,0.5556,0.413,0.5423,26.9,154.74,144.96,-9.77,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.77,1,0,SIM,1
32,2026-09-24T13:06:55.906Z,1790255215906,30.319,57.708809,11.977185,4,1790255215906,0,0.061125,0.231979,9.794854,0,0.2109,0.0594,IMU,30.319,0.0594,30.667,0.5556,0.348,0.4961,27,155.59,153.36,-2.22,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.67,1,0,SIM,1
32.1,2026-09-24T13:06:56.006Z,1790255216006,30.319,57.708809,11.977185,4,1790255215906,0.1,0.11947,0.26882,9.855269,0,0.2573,0.1063,IMU,30.35,0.1063,30.867,0.5556,0.516,0.4493,27.1,156.44,153.36,-3.08,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.57,1,0,SIM,1
32.2,2026-09-24T13:06:56.106Z,1790255216106,30.319,57.708809,11.977185,4,1790255215906,0.2,0.085942,0.366955,9.797617,0,0.3481,0.1674,IMU,30.402,0.1674,31.067,0.5556,0.665,0.3882,27.2,157.3,153.36,-3.94,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.47,1,0,SIM,1
32.3,2026-09-24T13:06:56.206Z,1790255216206,30.319,57.708809,11.977185,4,1790255215906,0.3,0.057883,0.356688,9.824199,0,0.333,0.2144,IMU,30.473,0.2144,31.267,0.5556,0.794,0.3411,27.3,158.17,153.36,-4.8,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.37,1,0,SIM,1
32.4,2026-09-24T13:06:56.306Z,1790255216306,30.319,57.708809,11.977185,4,1790255215906,0.4,0.043816,0.468326,9.80547,0,0.4404,0.2713,IMU,30.562,0.2713,31.467,0.5556,0.904,0.2842,27.4,159.04,153.36,-5.68,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.27,1,0,SIM,1
32.5,2026-09-24T13:06:56.406Z,1790255216406,30.319,57.708809,11.977185,4,1790255215906,0.5,0.095248,0.469385,9.818246,0,0.4505,0.3238,IMU,30.672,0.3238,31.667,0.5556,0.995,0.2318,27.5,159.92,153.36,-6.55,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.17,1,0,SIM,1
32.6,2026-09-24T13:06:56.506Z,1790255216506,30.319,57.708809,11.977185,4,1790255215906,0.6,0.142709,0.557093,9.82355,0,0.5452,0.3694,IMU,30.798,0.3694,31.867,0.5556,1.069,0.1861,27.6,160.8,153.36,-7.44,47DE-BDC2,1,2,ACCEL,ACC,CONST,9.07,0,0,SIM,1
